AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation
11,F,Guatemala,5/30/2018,6/1/2018,6/3/2018,El Paso  (ELP),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
10,M,Guatemala,5/31/2018,6/2/2018,6/2/2018,El Paso  (ELP),Southwest Key Casa Franklin,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
8,M,Guatemala,5/31/2018,6/2/2018,6/2/2018,El Paso  (ELP),Southwest Key Casa Franklin,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
6,M,Guatemala,5/31/2018,6/2/2018,6/3/2018,El Paso  (ELP),Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy
16,F,Honduras,6/1/2018,6/4/2018,6/6/2018,El Paso  (ELP),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
14,M,Guatemala,6/1/2018,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
16,M,Guatemala,6/1/2018,6/3/2018,6/5/2018,El Paso  (ELP),Lincoln Hall Boys Haven,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
17,M,Honduras,6/1/2018,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,8/27/2018,Zero Tolerance Policy
13,M,Guatemala,6/1/2018,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
5,F,Guatemala,6/2/2018,6/6/2018,6/8/2018,El Paso  (ELP),Bokenkamp TFC,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
15,M,Guatemala,6/1/2018,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
14,M,Guatemala,6/2/2018,6/4/2018,6/6/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
13,M,Brazil,6/1/2018,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
13,M,Guatemala,6/3/2018,6/4/2018,6/6/2018,El Paso  (ELP),Holy Family Institute,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
13,M,Guatemala,6/3/2018,6/5/2018,6/7/2018,El Paso  (ELP),Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
13,M,Guatemala,6/3/2018,6/5/2018,6/7/2018,El Paso  (ELP),Rite of Passage ‐ Sycamore,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
16,M,Guatemala,6/3/2018,6/5/2018,6/7/2018,El Paso  (ELP),Childrens Village Shelter,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy
16,F,Guatemala,6/3/2018,6/6/2018,6/8/2018,El Paso  (ELP),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
16,F,Guatemala,6/3/2018,6/8/2018,6/9/2018,El Paso  (ELP),Southwest Key Estrella,Discharged Under other approp circumstances,DISCHARGED,11/3/2018,Zero Tolerance Policy
16,F,Honduras,5/26/2018,6/1/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/6/2018,Zero Tolerance Policy
7,M,Honduras,5/26/2018,6/1/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy
14,M,Honduras,5/26/2018,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
12,M,Guatemala,5/26/2018,5/28/2018,5/30/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
11,F,Honduras,5/26/2018,5/29/2018,5/30/2018,El Paso  (ELP),Heartland Guadalupe,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
17,M,Honduras,5/26/2018,5/28/2018,5/30/2018,El Paso  (ELP),Catholic Guardian Services Crotona,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
17,F,Honduras,5/26/2018,5/29/2018,5/30/2018,El Paso  (ELP),Heartland Guadalupe,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
7,F,Honduras,5/26/2018,5/30/2018,6/1/2018,El Paso  (ELP),His House,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
8,M,Honduras,5/26/2018,5/30/2018,5/31/2018,El Paso  (ELP),Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
6,F,Honduras,5/27/2018,5/30/2018,5/31/2018,El Paso  (ELP),Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
8,F,Honduras,5/27/2018,5/30/2018,5/31/2018,El Paso  (ELP),Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
12,F,Honduras,5/27/2018,5/30/2018,5/31/2018,El Paso  (ELP),Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
13,M,Honduras,5/27/2018,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key Casa Houston,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
10,M,Honduras,5/27/2018,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key Casa Houston,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
15,M,Honduras,5/27/2018,5/29/2018,5/30/2018,El Paso  (ELP),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,6/15/2018,Zero Tolerance Policy
A,B,C,D,E,F,G,H,I,J,K,L
7,F,Honduras,5/27/2018,5/31/2018,6/2/2018,El Paso  (ELP),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
9,M,Honduras,5/27/2018,5/28/2018,5/29/2018,El Paso  (ELP),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
5,M,Honduras,5/27/2018,5/28/2018,5/29/2018,El Paso  (ELP),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
5,F,Honduras,5/27/2018,5/29/2018,5/30/2018,El Paso  (ELP),Heartland Guadalupe,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
15,M,Honduras,5/27/2018,5/28/2018,5/29/2018,El Paso  (ELP),Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
13,F,Honduras,5/27/2018,5/29/2018,5/31/2018,El Paso  (ELP),Homestead,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
8,F,Honduras,5/27/2018,5/30/2018,6/1/2018,El Paso  (ELP),LSS Carolinas TFC,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
9,F,Honduras,5/27/2018,5/30/2018,6/1/2018,El Paso  (ELP),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
7,M,Brazil,5/27/2018,5/28/2018,5/29/2018,El Paso  (ELP),MercyFirst,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
13,M,Guatemala,5/27/2018,5/29/2018,5/30/2018,El Paso  (ELP),Maryville Academy,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
15,M,Guatemala,5/27/2018,5/29/2018,5/30/2018,El Paso  (ELP),Homestead,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
12,F,El Salvador,5/27/2018,5/31/2018,6/6/2018,El Paso  (ELP),CC Fort Worth Shelter,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
9,F,Honduras,5/27/2018,5/31/2018,6/1/2018,El Paso  (ELP),Southwest Key Glendale,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
7,M,Honduras,5/27/2018,6/3/2018,6/5/2018,El Paso  (ELP),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
6,M,Honduras,5/27/2018,6/3/2018,6/5/2018,El Paso  (ELP),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
16,M,Honduras,5/27/2018,5/29/2018,5/30/2018,El Paso  (ELP),Homestead,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
17,F,Honduras,5/27/2018,5/31/2018,6/2/2018,El Paso  (ELP),Homestead,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
17,F,Honduras,5/28/2018,5/31/2018,6/2/2018,El Paso  (ELP),Homestead,Discharged Under other approp circumstances,DISCHARGED,6/23/2018,Zero Tolerance Policy
7,M,Guatemala,5/28/2018,6/1/2018,6/2/2018,El Paso  (ELP),Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
5,F,Guatemala,5/28/2018,6/1/2018,6/2/2018,El Paso  (ELP),Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
15,M,Guatemala,5/28/2018,5/29/2018,5/31/2018,El Paso  (ELP),Homestead,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
6,M,Honduras,5/28/2018,5/31/2018,5/31/2018,El Paso  (ELP),Upbring,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
12,M,Honduras,5/28/2018,5/29/2018,5/30/2018,El Paso  (ELP),Maryville Academy,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy
7,F,Honduras,5/29/2018,6/3/2018,6/5/2018,El Paso  (ELP),His House,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
15,M,Guatemala,5/29/2018,6/1/2018,6/1/2018,El Paso  (ELP),Southwest Key Canutillo,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
11,M,Guatemala,5/29/2018,5/31/2018,6/1/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
17,M,Guatemala,5/29/2018,6/1/2018,6/1/2018,El Paso  (ELP),Southwest Key Canutillo,Discharged Under other approp circumstances,DISCHARGED,2/8/2019,Zero Tolerance Policy
10,M,Guatemala,5/29/2018,5/31/2018,6/1/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
7,M,Honduras,5/29/2018,6/1/2018,6/3/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
10,M,Honduras,5/29/2018,6/6/2018,6/6/2018,El Paso  (ELP),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
5,F,Honduras,5/29/2018,6/6/2018,6/6/2018,El Paso  (ELP),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
8,F,El Salvador,5/29/2018,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
8,F,Guatemala,5/29/2018,6/3/2018,6/5/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy
14,M,Honduras,5/29/2018,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,11/2/2018,Zero Tolerance Policy
6,F,Honduras,5/29/2018,6/3/2018,6/5/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
5,F,Honduras,5/29/2018,6/4/2018,6/5/2018,El Paso  (ELP),St. PJs TFC,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
13,F,El Salvador,5/29/2018,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
7,F,Honduras,5/29/2018,6/2/2018,6/4/2018,El Paso  (ELP),David and Margaret,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
5,F,Honduras,5/31/2018,6/2/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy
5,F,Honduras,5/29/2018,6/2/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy
16,M,Guatemala,5/30/2018,6/4/2018,6/6/2018,El Paso  (ELP),Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
10,F,Guatemala,5/30/2018,6/4/2018,6/6/2018,El Paso  (ELP),Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
6,F,Honduras,5/30/2018,6/2/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy
11,F,Honduras,5/30/2018,6/2/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy
5,F,Honduras,5/30/2018,6/1/2018,6/3/2018,El Paso  (ELP),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy
7,M,Guatemala,5/30/2018,6/6/2018,6/7/2018,El Paso  (ELP),Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
6,F,El Salvador,5/30/2018,6/2/2018,6/2/2018,El Paso  (ELP),Southwest Key Casa Franklin,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
9,M,El Salvador,5/30/2018,6/2/2018,6/2/2018,El Paso  (ELP),Southwest Key Casa Franklin,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
5,F,Honduras,5/30/2018,6/3/2018,6/4/2018,El Paso  (ELP),Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy
9,M,Guatemala,5/30/2018,6/2/2018,6/4/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
10,F,Honduras,5/30/2018,6/1/2018,6/3/2018,El Paso  (ELP),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
16,M,Guatemala,5/30/2018,6/2/2018,6/4/2018,El Paso  (ELP),Rite of Passage ‐ Canyon,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
12,M,El Salvador,6/3/2018,6/6/2018,6/6/2018,Del Rio (DRO),SWK Processing Center,Reunited with Sep Parent,DISCHARGED,11/7/2018,Zero Tolerance Policy
6,M,Honduras,6/4/2018,6/7/2018,6/8/2018,Del Rio (DRO),Southwest Key Casa Phoenix,Discharged Under other approp circumstances,DISCHARGED,7/6/2018,Zero Tolerance Policy
17,M,Honduras,6/11/2018,6/13/2018,6/16/2018,Del Rio (DRO),Homestead,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
12,F,Honduras,6/11/2018,6/12/2018,6/13/2018,Del Rio (DRO),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
17,M,Honduras,6/5/2018,6/7/2018,6/8/2018,Del Rio (DRO),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,7/16/2018,Zero Tolerance Policy
16,M,Guatemala,6/5/2018,6/7/2018,6/8/2018,San Antonio (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
A,B,C,D,E,F,G,H,I,J,K,L
16,M,Honduras,6/7/2018,6/9/2018,6/9/2018,Del Rio (DRO),BCFS Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
14,M,Honduras,6/7/2018,6/9/2018,6/9/2018,San Antonio (SNA),BCFS San Antonio,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
16,M,Honduras,6/8/2018,6/11/2018,6/11/2018,Del Rio (DRO),Southwest Key Conroe,Discharged Under other approp circumstances,DISCHARGED,10/11/2018,Zero Tolerance Policy
12,F,Honduras,6/10/2018,6/12/2018,6/13/2018,Del Rio (DRO),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
12,M,Honduras,6/10/2018,6/12/2018,6/14/2018,Del Rio (DRO),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
12,M,Honduras,6/11/2018,6/12/2018,6/14/2018,Del Rio (DRO),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
15,M,Honduras,6/11/2018,6/14/2018,6/15/2018,Del Rio (DRO),BCFS San Antonio,Discharged Under other approp circumstances,DISCHARGED,8/22/2018,Zero Tolerance Policy
14,M,Honduras,6/11/2018,6/14/2018,6/15/2018,Del Rio (DRO),BCFS San Antonio,Discharged Under other approp circumstances,DISCHARGED,8/22/2018,Zero Tolerance Policy
16,M,Honduras,6/11/2018,6/14/2018,6/15/2018,Del Rio (DRO),St. PJs Childrens Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
11,M,Honduras,6/12/2018,6/13/2018,6/14/2018,Del Rio (DRO),BCFS San Antonio TFC,Discharged Under other approp circumstances,DISCHARGED,12/1/2018,Zero Tolerance Policy
15,F,Honduras,6/14/2018,6/16/2018,6/18/2018,Del Rio (DRO),Homestead,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
9,F,Honduras,6/14/2018,6/18/2018,6/20/2018,Del Rio (DRO),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,9/1/2018,Zero Tolerance Policy
15,M,Guatemala,6/15/2018,6/16/2018,6/18/2018,Del Rio (DRO),Homestead,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
13,M,Honduras,6/15/2018,6/16/2018,6/18/2018,Del Rio (DRO),Homestead,Discharged Under other approp circumstances,DISCHARGED,10/8/2018,Zero Tolerance Policy
15,F,Honduras,6/17/2018,6/20/2018,6/21/2018,Del Rio (DRO),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
5,M,El Salvador,5/31/2018,6/6/2018,6/7/2018,Harlingen (SNA),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,12/20/2018,Zero Tolerance Policy
12,M,Honduras,5/31/2018,6/2/2018,6/3/2018,Harlingen (SNA),BCFS Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
13,M,Honduras,5/31/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy
7,F,Honduras,5/31/2018,6/5/2018,6/7/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy
11,M,Honduras,5/31/2018,6/5/2018,6/7/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy
12,M,Honduras,6/1/2018,6/3/2018,6/3/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,11/16/2018,Zero Tolerance Policy
15,M,Honduras,6/2/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,9/26/2018,Zero Tolerance Policy
7,M,Guatemala,6/2/2018,6/5/2018,6/6/2018,Harlingen (SNA),Southwest Key Estrella,Discharged Under other approp circumstances,DISCHARGED,7/17/2018,Zero Tolerance Policy
12,M,El Salvador,6/1/2018,6/3/2018,6/4/2018,Harlingen (SNA),SWK Processing Center,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
13,M,El Salvador,6/1/2018,6/3/2018,6/4/2018,Harlingen (SNA),SWK Processing Center,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
16,M,Honduras,6/1/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy
16,M,Honduras,6/2/2018,6/3/2018,6/6/2018,Harlingen (SNA),Southwest Key Casa Quetzal,Discharged Under other approp circumstances,DISCHARGED,10/17/2018,Zero Tolerance Policy
15,M,Honduras,6/2/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
14,M,Guatemala,6/1/2018,6/3/2018,6/3/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
15,F,El Salvador,6/2/2018,6/4/2018,6/4/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
10,F,Honduras,6/1/2018,6/3/2018,6/3/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,6/7/2018,Zero Tolerance Policy
10,M,Honduras,6/2/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Quetzal,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy
15,F,El Salvador,6/3/2018,6/4/2018,6/6/2018,Harlingen (SNA),Youthcare,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
13,F,Honduras,6/3/2018,6/4/2018,6/6/2018,Harlingen (SNA),Youthcare,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
5,F,Honduras,6/3/2018,6/7/2018,6/8/2018,Harlingen (SNA),Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
17,M,Honduras,6/3/2018,6/11/2018,6/11/2018,Harlingen (SNA),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,10/20/2018,Zero Tolerance Policy
7,M,Honduras,6/4/2018,6/8/2018,6/9/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy
14,F,Honduras,6/4/2018,6/12/2018,6/12/2018,Harlingen (SNA),LSS of New York,Reunited with Sep Parent,DISCHARGED,7/30/2018,Zero Tolerance Policy
10,M,Guatemala,6/4/2018,6/6/2018,6/7/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
6,F,Honduras,6/5/2018,6/9/2018,6/11/2018,Harlingen (SNA),MercyFirst,Reunited with Sep Parent,DISCHARGED,9/21/2018,Zero Tolerance Policy
10,F,Honduras,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy
8,F,Honduras,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
7,M,Guatemala,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS San Antonio TFC,Discharged Under other approp circumstances,DISCHARGED,7/21/2018,Zero Tolerance Policy
11,F,Guatemala,6/5/2018,6/11/2018,6/11/2018,Harlingen (SNA),Heartland Guadalupe,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
8,F,Guatemala,6/5/2018,6/9/2018,6/11/2018,Harlingen (SNA),Heartland Guadalupe,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy
8,M,Honduras,6/5/2018,6/9/2018,6/10/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy
6,M,Honduras,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/12/2018,Zero Tolerance Policy
16,M,Honduras,6/5/2018,6/9/2018,6/11/2018,Harlingen (SNA),Youth For Tomorrow,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy
15,M,Honduras,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),Southwest Key Mesa Shelter,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy
7,M,Honduras,6/5/2018,6/9/2018,6/10/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy
16,M,Honduras,6/2/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,8/1/2018,Zero Tolerance Policy
17,F,Honduras,6/3/2018,6/6/2018,6/9/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Discharged Under other approp circumstances,DISCHARGED,7/19/2018,Zero Tolerance Policy
11,M,Honduras,6/5/2018,6/6/2018,6/7/2018,Harlingen (SNA),BCFS Raymondville,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy
6,M,Romania,6/9/2018,6/12/2018,6/13/2018,Harlingen (SNA),LSS of New York TFC,Reunited with Sep Parent,DISCHARGED,7/3/2018,Zero Tolerance Policy
11,M,Honduras,6/9/2018,6/10/2018,6/12/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy
5,M,Honduras,6/11/2018,6/11/2018,6/13/2018,Harlingen (SNA),Nuevo Amanecer LCS,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy
