,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,lat,lon,Duration
1105,12,F,Guatemala,2018-05-26,5/28/2018,5/29/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.944447,-97.450052,58
1104,15,M,Honduras,2018-05-26,5/26/2018,5/28/2018,Harlingen (SNA),Southwest Key - Rio Grande,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.136415111921824,-97.6220972781903,57
623,7,M,Honduras,2018-05-26,5/27/2018,5/30/2018,"Phoenix, AZ  (PHO)",His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,54
929,10,M,El Salvador,2018-05-26,6/1/2018,6/3/2018,Harlingen (SNA),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,61
624,5,F,Guatemala,2018-05-26,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,53
1964,5,F,El Salvador,2018-05-26,5/26/2018,5/27/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,40.8088,-73.9307,56
613,16,M,Guatemala,2018-05-26,5/27/2018,5/28/2018,"Phoenix, AZ  (PHO)",A New Leaf – Alice Peterson Residence,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,33.42209,-111.81091,55
610,10,M,Guatemala,2018-05-26,5/27/2018,5/27/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,33.48223657383026,-112.05129575847694,56
614,20,M,Guatemala,2018-05-26,5/27/2018,5/27/2018,"Phoenix, AZ  (PHO)",A New Leaf – Alice Peterson Residence,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy,33.42209,-111.81091,34
1175,7,M,Honduras,2018-05-26,5/30/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,60
1174,15,M,Guatemala,2018-05-26,5/26/2018,5/27/2018,Harlingen (SNA),Southwest Key - Rio Grande,Discharged Under other approp circumstances,DISCHARGED,11/17/2018,Zero Tolerance Policy,26.136415111921824,-97.6220972781903,175
1363,15,M,El Salvador,2018-05-26,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,49
1364,10,F,El Salvador,2018-05-26,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,49
1402,11,M,Guatemala,2018-05-26,5/26/2018,5/28/2018,El Paso  (ELP),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,25.94322,-97.42408,51
1366,11,F,Brazil,2018-05-26,5/29/2018,5/30/2018,El Paso  (ELP),Heartland International Children’s Reception Center,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,41.889183,-87.632519,54
1986,8,M,Guatemala,2018-05-26,5/26/2018,5/27/2018,El Paso  (ELP),Crittenton Services for Children and Families,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,33.875025172927295,-117.91111291569258,57
1985,7,F,Honduras,2018-05-26,5/27/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,57
1984,6,M,Honduras,2018-05-26,5/27/2018,5/29/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,60
1365,14,M,Brazil,2018-05-26,5/28/2018,5/29/2018,El Paso  (ELP),Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,32.241632,-110.97948,54
1968,7,M,Honduras,2018-05-26,5/29/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,52
615,6,M,Guatemala,2018-05-26,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,55
1965,5,F,Guatemala,2018-05-26,5/26/2018,5/27/2018,El Paso  (ELP),Southwest Key - Glendale,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,33.542104,-112.169822,52
1969,6,M,Honduras,2018-05-26,5/26/2018,5/27/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40.8088,-73.9307,57
1543,12,F,Honduras,2018-05-27,5/30/2018,5/31/2018,El Paso  (ELP),Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,33.50126,-112.11539,55
1544,13,M,Honduras,2018-05-27,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key - Casa Franklin,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.6909001,-95.4089882,59
1545,10,M,Honduras,2018-05-27,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key - Casa Franklin,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,29.6909001,-95.4089882,54
1546,15,M,Honduras,2018-05-27,5/29/2018,5/30/2018,El Paso  (ELP),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,6/15/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,19
1547,7,F,Honduras,2018-05-27,5/31/2018,6/2/2018,El Paso  (ELP),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,60
1558,6,M,Honduras,2018-05-27,6/3/2018,6/5/2018,El Paso  (ELP),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,60
1548,9,M,Honduras,2018-05-27,5/28/2018,5/29/2018,El Paso  (ELP),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,53
1550,15,M,Honduras,2018-05-27,5/28/2018,5/29/2018,El Paso  (ELP),Southwest Key - Rio Grande,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,26.136415111921824,-97.6220972781903,54
1551,8,F,Honduras,2018-05-27,5/30/2018,6/1/2018,El Paso  (ELP),Lutheran Social Services of Carolinas - Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,35.653487891677926,-80.48559843567813,53
1552,9,F,Honduras,2018-05-27,5/30/2018,6/1/2018,El Paso  (ELP),Abbott House,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,41.04460969347108,-73.85903753173923,59
1557,7,M,Honduras,2018-05-27,6/3/2018,6/5/2018,El Paso  (ELP),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,60
1556,9,F,Honduras,2018-05-27,5/31/2018,6/1/2018,El Paso  (ELP),Southwest Key - Glendale,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,33.542104,-112.169822,56
1555,12,F,El Salvador,2018-05-27,5/31/2018,6/6/2018,El Paso  (ELP),Catholic Charities - Fort Worth,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,32.68354219483105,-97.32727386355151,58
1553,7,M,Brazil,2018-05-27,5/28/2018,5/29/2018,El Paso  (ELP),MercyFirst,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,54
1554,13,M,Guatemala,2018-05-27,5/29/2018,5/30/2018,El Paso  (ELP),Maryville Academy,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,42.06716651238874,-87.89736113623661,60
1542,8,F,Honduras,2018-05-27,5/30/2018,5/31/2018,El Paso  (ELP),Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,33.50126,-112.11539,55
1549,5,M,Honduras,2018-05-27,5/28/2018,5/29/2018,El Paso  (ELP),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,52
1541,6,F,Honduras,2018-05-27,5/30/2018,5/31/2018,El Paso  (ELP),Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,33.50126,-112.11539,55
418,9,M,Guatemala,2018-05-27,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,56
630,15,M,Guatemala,2018-05-27,5/27/2018,5/28/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,32.241632,-110.97948,57
2218,7,M,Guatemala,2018-05-27,5/28/2018,5/31/2018,"Phoenix, AZ  (PHO)",MercyFirst,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,57
635,6,M,Guatemala,2018-05-27,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,54
634,6,F,El Salvador,2018-05-27,5/28/2018,5/31/2018,"Phoenix, AZ  (PHO)",Lutheran Social Services of New York Safe Haven for Children,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,40.81396993020305,-73.9664686138336,61
633,15,F,Guatemala,2018-05-27,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Discharged Under other approp circumstances,DISCHARGED,10/29/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,155
632,13,M,Guatemala,2018-05-27,5/27/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Conroe,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,30.371544,-95.512041,56
631,11,M,El Salvador,2018-05-27,5/27/2018,5/28/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,32.241632,-110.97948,57
1562,12,M,Honduras,2018-05-28,5/29/2018,5/30/2018,El Paso  (ELP),Maryville Academy,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,42.06716651238874,-87.89736113623661,57
1237,10,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.94322,-97.42408,55
1236,17,M,Honduras,2018-05-28,5/29/2018,5/29/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,50
1367,17,M,Brazil,2018-05-28,5/28/2018,5/29/2018,El Paso  (ELP),Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,32.241632,-110.97948,56
1368,17,M,Brazil,2018-05-28,5/28/2018,5/29/2018,El Paso  (ELP),Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,32.241632,-110.97948,54
1369,16,M,Guatemala,2018-05-28,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.94322,-97.42408,53
1370,15,M,Guatemala,2018-05-28,6/3/2018,6/5/2018,El Paso  (ELP),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.94322,-97.42408,53
13,9,M,Guatemala,2018-05-28,5/31/2018,6/2/2018,"Phoenix, AZ  (PHO)",The Villages,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,39.057085480413406,-95.78697096777489,56
14,5,M,Guatemala,2018-05-28,6/1/2018,6/2/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,11/2/2018,Zero Tolerance Policy,40.8088,-73.9307,158
1107,5,M,Honduras,2018-05-28,5/28/2018,5/29/2018,Harlingen (SNA),Lutheran Social Services of New York Safe Haven for Children,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,40.81396993020305,-73.9664686138336,46
1561,6,M,Honduras,2018-05-28,5/31/2018,5/31/2018,El Paso  (ELP),Upbring Transitional Foster Care program in El Paso,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,31.802536523580358,-106.39747593121628,56
1560,5,F,Guatemala,2018-05-28,6/1/2018,6/2/2018,El Paso  (ELP),Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,32.241632,-110.97948,58
636,13,M,Guatemala,2018-05-28,5/28/2018,5/30/2018,"Phoenix, AZ  (PHO)",Holy Family Institute,Reunited with Sep Parent,DISCHARGED,9/21/2018,Zero Tolerance Policy,40.51085747804056,-80.0988190796778,116
637,9,F,Guatemala,2018-05-28,5/31/2018,6/2/2018,"Phoenix, AZ  (PHO)",St. Peter-St. Joseph Children’s Home,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,29.389510605840876,-98.49270134222061,52
1233,17,M,Honduras,2018-05-28,5/30/2018,5/31/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Discharged Under other approp circumstances,DISCHARGED,8/3/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,67
1232,9,F,Honduras,2018-05-28,5/31/2018,5/31/2018,Harlingen (SNA),BCFS - Raymondville,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,55
649,11,M,Guatemala,2018-05-28,5/31/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,33.48223657383026,-112.05129575847694,51
1559,7,M,Guatemala,2018-05-28,6/1/2018,6/2/2018,El Paso  (ELP),Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,32.241632,-110.97948,58
647,13,M,Guatemala,2018-05-28,5/30/2018,6/1/2018,"Phoenix, AZ  (PHO)",St. Peter-St. Joseph Children’s Home,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,29.389510605840876,-98.49270134222061,56
646,7,M,Guatemala,2018-05-28,5/31/2018,6/2/2018,"Phoenix, AZ  (PHO)",The Villages,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,39.057085480413406,-95.78697096777489,54
645,16,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,9/7/2018,Zero Tolerance Policy,25.94322,-97.42408,102
648,15,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Still in Care,ADMITTED,,Zero Tolerance Policy,25.94322,-97.42408,0
643,14,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.94322,-97.42408,56
642,17,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.94322,-97.42408,56
1227,10,M,El Salvador,2018-05-28,5/30/2018,5/31/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.94322,-97.42408,55
641,13,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.94322,-97.42408,50
640,17,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.94322,-97.42408,56
639,12,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.94322,-97.42408,50
638,5,M,Guatemala,2018-05-28,5/31/2018,6/1/2018,"Phoenix, AZ  (PHO)",BCFS - Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.321531760534477,-98.52796822690473,58
644,13,M,Guatemala,2018-05-28,5/30/2018,5/31/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,9/28/2018,Zero Tolerance Policy,25.94322,-97.42408,123
655,6,M,Guatemala,2018-05-29,6/3/2018,6/6/2018,"Phoenix, AZ  (PHO)",David and Margaret Youth and Family Services,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,34.10275439771937,-117.78526757637746,54
2350,17,M,Guatemala,2018-05-29,6/1/2018,6/1/2018,"Phoenix, AZ  (PHO)",Rite of Passage ‐ Canyon,Discharged Under other approp circumstances,DISCHARGED,8/29/2018,Zero Tolerance Policy,39.02370722608039,-119.74993309546248,92
650,7,M,Guatemala,2018-05-29,5/31/2018,6/2/2018,"Phoenix, AZ  (PHO)",His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,51
651,7,F,Guatemala,2018-05-29,6/1/2018,6/1/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,32.241632,-110.97948,50
652,5,M,Guatemala,2018-05-29,6/1/2018,6/2/2018,"Phoenix, AZ  (PHO)",BCFS - San Antonio,Reunited with Sep Parent,DISCHARGED,7/2/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,34
653,6,F,Guatemala,2018-05-29,6/1/2018,6/2/2018,"Phoenix, AZ  (PHO)",BCFS - Raymondville,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,52
654,17,F,Guatemala,2018-05-29,6/1/2018,6/3/2018,"Phoenix, AZ  (PHO)",Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,51
656,6,M,Guatemala,2018-05-29,6/1/2018,6/2/2018,"Phoenix, AZ  (PHO)",BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,51
794,14,M,Honduras,2018-05-29,6/2/2018,6/4/2018,Del Rio (DRO),Southwest Key - Casa Montezuma,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,29.774397,-95.145021,50
658,17,F,Guatemala,2018-05-29,6/1/2018,6/3/2018,"Phoenix, AZ  (PHO)",Southwest Key - Nueva Esperanza,Discharged Under other approp circumstances,DISCHARGED,7/9/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,41
1508,14,M,Honduras,2018-05-29,5/31/2018,6/2/2018,El Paso  (ELP),MercyFirst,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,52
1507,16,M,Guatemala,2018-05-29,6/1/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,40.8088,-73.9307,45
1506,6,M,Guatemala,2018-05-29,6/1/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,40.8088,-73.9307,46
795,12,F,Honduras,2018-05-29,6/2/2018,6/4/2018,Del Rio (DRO),Southwest Key - Casa Montezuma,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,29.774397,-95.145021,50
796,10,M,Honduras,2018-05-29,6/1/2018,6/2/2018,Del Rio (DRO),Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,32.241632,-110.97948,56
797,8,F,Honduras,2018-05-29,6/2/2018,6/2/2018,Del Rio (DRO),Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,32.241632,-110.97948,56
674,15,F,Guatemala,2018-05-29,6/1/2018,6/1/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,56
675,5,F,Guatemala,2018-05-29,6/1/2018,6/2/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,33.50126,-112.11539,49
2412,8,M,Honduras,2018-05-29,6/1/2018,6/2/2018,San Antonio (SNA),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,57
676,14,M,Guatemala,2018-05-29,6/1/2018,6/1/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,56
677,16,F,Guatemala,2018-05-29,6/1/2018,6/3/2018,"Phoenix, AZ  (PHO)",Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,55
679,17,M,Guatemala,2018-05-29,6/1/2018,6/1/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,55
680,9,M,Guatemala,2018-05-29,6/1/2018,6/2/2018,"Phoenix, AZ  (PHO)",Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,33.50126,-112.11539,49
657,9,F,Guatemala,2018-05-29,6/1/2018,6/1/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,32.241632,-110.97948,52
824,16,M,Honduras,2018-05-29,5/30/2018,5/30/2018,,BCFS - San Antonio,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,57
825,12,M,Honduras,2018-05-29,5/30/2018,5/30/2018,,BCFS - San Antonio,Still in Care,ADMITTED,,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,0
826,8,M,El Salvador,2018-05-29,6/1/2018,6/1/2018,Laredo (LRD),Southwest Key - Combes),Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.239331,-97.729311,54
